保單號,人員代號1,公司代號1,公司代號2,人員代號2
0091D002986,X00224,00,00,049008
0091D001535,X00224,00,00,939756
0091D001687,X00224,00,00,939756
0091D001554,X00224,00,00,939756
0091D001042,X00224,00,00,939756
0291D000355,070149,02,02,939756
0691D000360,007544,06,06,039365
0091D003797,X01007,00,00,939756
0091D000415,X00224,00,00,049008
0191D000603,060925,01,01,060925
0091D004139,X01007,00,00,049010
0291D000365,070149,02,02,939756
0091D000309,X00224,00,00,049008
0191D000024,060925,01,01,049008
0391D000009,050326,03,03,049008
0091D002854,X00224,00,00,049008
0091D003132,X00224,00,00,049008
0291D000113,070149,02,02,070921
0091D000510,X00224,00,00,939756
0091D002995,X00224,00,00,049008
0691D000288,009105,06,06,008605
0091D001019,X00224,00,00,049008
0091D003504,X00224,00,00,939756
0091D003701,X00224,00,00,939756
0591D000128,X00457,05,05,981540
0291D000778,070149,02,02,939756
0091D003850,X01007,00,00,049008
0691D000123,009105,06,06,049010
0291D000351,070149,02,02,939756
0891D000103,070629,08,08,992258
0091D002262,X00224,00,00,049008
0091D001327,X00224,00,00,939756
0091D001496,X00224,00,00,939756
0091D004220,X01007,00,00,049010
0091D001613,X00224,00,00,939756
0691D000069,009105,06,06,049010
0291D000698,070149,02,02,939756
0591D000146,X00457,05,05,981540
0291D000261,070149,02,02,939756
0191D000154,060925,01,01,049008
0091D000749,X00224,00,00,939756
0091D002626,X00224,00,00,007811
0191D000261,060925,01,01,005339
0091D003183,X01007,00,00,039268
0091D003002,X00224,00,00,049008
0091D000890,X00224,00,00,939756
0291D000378,070149,02,02,939756
0691D000097,008907,06,06,049010
0091D000825,X00224,00,00,939756
0291D001009,070149,02,02,939756
0591D000117,X00457,05,05,981540
0091D004025,X01007,00,00,049008
0091D001778,X00224,00,00,939756
0091D003358,X01007,00,00,039268
0291D000889,070149,02,02,005576
0091D003648,X00224,00,00,939756
0191D000044,060925,01,01,063037
0091D001151,X00224,00,00,939756
0091D002654,X00224,00,00,049008
0291D000187,070149,02,02,939756
0091D002422,X00224,00,00,049008
0091D001830,X00224,00,00,049008
0091D003685,X00224,00,00,939756
0891D000082,070629,08,08,070629
0291D000068,070220,02,02,100200
0091D002288,X00224,00,00,049008
0091D003900,X01007,00,00,049010
0591D000215,X00457,05,05,981540
0291D000562,070149,02,02,939756
0591D000310,X00457,05,05,981540
0091D003815,X01007,00,00,939756
0091D001168,X00224,00,00,939756
0091D003394,X00224,00,00,939756
0091D002992,X00224,00,00,049008
0891D000108,070629,08,08,070629
0291D000579,070149,02,02,939756
0091D001734,X00224,00,00,939756
0091D004082,X01007,00,00,049010
0091D000986,X00224,00,00,939756
0091D000593,X00224,00,00,939756
0091D002770,X00224,00,00,039268
0091D003225,X00224,00,00,939756
0191D000525,060925,01,01,060364
0291D000059,070220,02,02,100200
0591D000315,X00457,05,05,981540
0091D004033,X01007,00,00,049010
0591D000305,X00457,05,05,981540
0091D000614,X00224,00,00,939756
0691D000317,009105,06,06,005533
0091D003610,X00224,00,00,939756
0091D004138,X01007,00,00,049010
0091D003471,X01007,00,00,039268
0091D003370,X00224,00,00,939756
0091D002565,X00224,00,00,939756
0191D000284,060925,01,01,049008
0091D002531,X00224,00,00,939756
0291D000195,070149,02,02,939756
0191D000236,060925,01,01,049008
0091D000106,X00224,00,00,049008
0091D002225,X00224,00,00,049008
0091D004019,X01007,00,00,039268
0291D000275,070149,02,02,939756
0091D001242,X00224,00,00,939756
0091D003524,X00224,00,00,939756
0091D001309,X00224,00,00,939756
0091D003426,X00224,00,00,939756
0391D000043,050326,03,03,049008
0091D002977,X00224,00,00,049008
0091D004283,X01007,00,00,007811
0091D002872,X00224,00,00,049008
0091D000298,002241,00,00,049008
0591D000061,X00457,05,05,981540
0091D002847,X00224,00,00,049008
0091D002196,X00224,00,00,049008
0091D002750,X00224,00,00,939756
0091D000847,X00224,00,00,939756
0091D000786,X00224,00,00,939756
0091D002525,X00224,00,00,939756
0191D000520,060925,01,01,060283
0091D000859,X00224,00,00,049008
0091D002121,X00224,00,00,049008
0191D000303,060925,01,01,049008
0091D003374,X01007,00,00,039268
0091D003707,X00224,00,00,939756
0091D001017,X00224,00,00,049008
0091D003089,X00224,00,00,049008
0091D003087,X00224,00,00,049008
0091D000493,X00224,00,00,939756
0591D000029,004570,05,05,981540
0291D000187,070149,02,02,939756
0091D003016,X00224,00,00,049008
0091D002942,X00224,00,00,049008
0091D002453,X00224,00,00,049008
0091D001173,X00224,00,00,939756
0291D000443,070149,02,02,939756
0091D003133,X00224,00,00,049008
0091D001108,X00224,00,00,939756
0691D000272,007544,06,06,009245
0091D001526,X00224,00,00,939756
0091D003271,X00224,00,00,039268
0091D001294,X00224,00,00,939756
0091D002868,X00224,00,00,049008
0091D003869,X01007,00,00,049010
0091D002438,X00224,00,00,049008
0191D000070,060925,01,01,060364
0591D000073,X00457,05,05,981540
0091D003843,X01007,00,00,049010
0891D000036,070629,08,08,070629
0291D001042,070149,02,02,939756
0291D000268,070149,02,02,939756
0091D003047,X00224,00,00,049008
0091D003090,X00224,00,00,049008
0191D000463,060925,01,01,096172
0091D004343,X01007,00,00,049008
0091D000270,X00224,00,00,049008
0091D001153,X00224,00,00,939756
0591D000252,X00457,05,05,039268
0091D003582,X01007,00,00,049008
0191D000084,060925,01,01,060364
0091D001627,X00224,00,00,939756
0091D000813,X00224,00,00,939756
0091D001802,X00224,00,00,049008
0091D000823,X00224,00,00,939756
0091D002134,X00224,00,00,049008
0091D003070,X00224,00,00,049008
0091D004205,X01007,00,00,039268
0091D003421,X00224,00,00,939756
0091D000636,X00224,00,00,939756
0091D000424,X00224,00,00,049008
0291D001042,070149,02,02,939756
0291D000113,070149,02,02,070921
0091D003625,X00224,00,00,939756
0291D000637,070149,02,02,939756
0091D003439,X00224,00,00,939756
0091D002339,X00224,00,00,049008
0091D003004,X00224,00,00,049008
0091D000519,X00224,00,00,939756
0091D003902,X01007,00,00,049010
0091D001025,X00224,00,00,049008
0291D000433,070149,02,02,939756
0091D001689,X00224,00,00,939756
0291D001003,070149,02,02,939756
0091D001623,X00224,00,00,939756
0091D001496,X00224,00,00,939756
0091D004320,X01007,00,00,049008
0391D000057,050326,03,03,049008
0191D000533,060925,01,01,060895
0091D001823,X00224,00,00,049008
0291D000322,070149,02,02,939756
0091D000661,X00224,00,00,939756
0091D003951,X01007,00,00,039268
0091D001634,X00224,00,00,939756
0291D000794,070149,02,02,939756
0191D000431,060925,01,01,005339
0191D000512,060925,01,01,060593
0091D001333,X00224,00,00,939756
0091D001802,X00224,00,00,049008
0091D001970,X00224,00,00,049008
0091D001804,X00224,00,00,049008
0591D000382,X00457,05,05,039268
0091D001309,X00224,00,00,939756
0091D000581,X00224,00,00,939756
0091D000680,X00224,00,00,939756
0091D001835,X00224,00,00,049008
0091D002981,X00224,00,00,049008
0091D001801,X00224,00,00,049008
0091D001608,X00224,00,00,939756
0091D000377,X00224,00,00,049008
0091D000222,X00224,00,00,049008
0091D000550,X00224,00,00,939756
0091D003451,X00224,00,00,939756
0091D003281,X01007,00,00,049008
0091D001555,X00224,00,00,939756
0091D002712,X00224,00,00,049008
0091D002132,X00224,00,00,049008
0091D002433,X00224,00,00,049008
0091D000551,X00224,00,00,939756
0091D001065,X00224,00,00,939756
0091D004159,X01007,00,00,049010
0091D001916,X00224,00,00,049008
0191D000152,060925,01,01,049008
0091D002341,X00224,00,00,049008
0091D003881,X01007,00,00,049010
0091D003650,X00224,00,00,939756
0091D003392,X01007,00,00,039268
0591D000236,X00457,05,05,039268
0091D003156,X00224,00,00,005592
0691D000182,007544,06,06,007935
0091D004283,X01007,00,00,007811
0091D001133,X00224,00,00,939756
0091D001361,X00224,00,00,939756
0091D002027,X00224,00,00,049008
0091D001327,X00224,00,00,939756
0891D000114,070629,08,08,004570
0591D000085,X00457,05,05,005592
0091D000687,X00224,00,00,939756
0191D000341,060925,01,01,049008
0091D002021,X00224,00,00,049008
0591D000041,004570,05,05,981540
0091D001802,X00224,00,00,049008
0091D002024,X00224,00,00,049008
0091D002379,X00224,00,00,049008
0091D004082,X01007,00,00,049010
0091D000402,X00224,00,00,049008
0391D000103,050326,03,03,049008
0091D002585,X00224,00,00,939756
0091D000598,X00224,00,00,939756
0091D002980,X00224,00,00,049008
0591D000142,X00457,05,05,981540
0091D001961,X00224,00,00,039268
0091D004036,X01007,00,00,049010
0091D000940,X00224,00,00,939756
0191D000406,060925,01,01,060283
0091D004147,X01007,00,00,049010
0191D000373,060925,01,01,049008
0191D000044,060925,01,01,063037
0091D003661,X01007,00,00,939756
0091D003853,X01007,00,00,049008
0291D000200,070149,02,02,939756
0291D000734,070149,02,02,939756
0691D000072,009105,06,06,049010
0091D000125,X00224,00,00,049008
0091D000614,X00224,00,00,939756
0091D001309,X00224,00,00,939756
0091D002505,X00224,00,00,939756
0091D001251,X00224,00,00,939756
0291D000950,070149,02,02,939756
0091D000717,X00224,00,00,939756
0091D001255,X00224,00,00,939756
0091D002480,X00224,00,00,939756
0091D000043,X00224,00,00,049008
0091D004309,X01007,00,00,049008
0091D001251,X00224,00,00,939756
0091D002937,X00224,00,00,049008
0091D002230,X00224,00,00,049008
0091D001820,X00224,00,00,049008
0291D000477,070149,02,02,939756
0591D000138,X00457,05,05,981540
0091D002542,X00224,00,00,939756
0091D003760,X01007,00,00,939756
0091D003086,X00224,00,00,049008
0691D000309,009105,06,06,003549
0291D000367,070149,02,02,071170
0091D003486,X01007,00,00,049010
0091D003481,X01007,00,00,049010
0291D000362,070149,02,02,939756
0091D003439,X00224,00,00,939756
0391D000031,050326,03,03,049008
0091D001997,X00224,00,00,049008
0091D001581,X00224,00,00,939756
0091D003105,X00224,00,00,049008
0091D004186,X01007,00,00,049010
0091D000696,X00224,00,00,939756
0691D000294,009105,06,06,005533
0191D000079,060925,01,01,060364
0091D000348,X00224,00,00,049008
0591D000426,X00457,05,05,039268
0291D000281,070149,02,02,939756
0391D000062,050326,03,03,049008
0091D001056,X00224,00,00,939756
0091D003030,X00224,00,00,049008
0191D000422,060925,01,01,049008
0291D000129,070149,02,02,939756
0091D000719,X00224,00,00,939756
0191D000090,060925,01,01,049008
0091D002385,X00224,00,00,049008
0091D004124,X01007,00,00,039268
0291D000560,070149,02,02,939756
0291D000524,070149,02,02,005576
0091D001830,X00224,00,00,049008
0091D001326,X00224,00,00,939756
0091D000538,X00224,00,00,939756
0691D000311,009105,06,06,003549
0291D000969,070149,02,02,939756
0091D001868,X00224,00,00,049008
0091D004092,X01007,00,00,049010
0291D000076,070220,02,02,100111
0591D000069,X00457,05,05,981540
0191D000229,060925,01,01,049008
0091D001583,X00224,00,00,939756
0091D000765,X00224,00,00,939756
0891D000091,070629,08,08,992258
0191D000515,060925,01,01,060194
0291D000255,070149,02,02,939756
0091D002375,X00224,00,00,049008
0191D000236,060925,01,01,049008
0091D001091,X00224,00,00,939756
0091D000937,X00224,00,00,939756
0091D003984,X01007,00,00,039268
0091D003302,X01007,00,00,039268
0091D000450,X00224,00,00,049008
0091D000769,X00224,00,00,939756
0191D000326,060925,01,01,049008
0091D003239,X01007,00,00,049008
0091D002327,X00224,00,00,049008
0291D000293,070149,02,02,939756
0091D001047,X00224,00,00,939756
0091D003043,X00224,00,00,049008
0891D000127,070629,08,08,007803
0091D002690,X00224,00,00,939756
0191D000368,060925,01,01,060283
0591D000188,X00457,05,05,981540
0091D004087,X01007,00,00,049010
0291D000267,070149,02,02,939756
0091D001500,X00224,00,00,939756
0091D000066,X00224,00,00,049008
0091D000437,X00224,00,00,049008
0091D000084,X00224,00,00,049008
0091D002043,X00224,00,00,049008
0091D000119,X00224,00,00,049008
0291D001000,070149,02,02,939756
0591D000368,X00457,05,05,039268
0291D000884,070149,02,02,005576
0291D000866,070149,02,02,005576
0091D001954,X00224,00,00,039268
0091D000162,X00224,00,00,049008
0191D000146,060925,01,01,049008
0291D000306,070149,02,02,939756
0191D000537,060925,01,01,060291
0091D001268,X00224,00,00,939756
0091D003368,X01007,00,00,039268
0091D002865,X00224,00,00,049008
0591D000258,X00457,05,05,039268
0091D003239,X01007,00,00,049008
0091D004255,X01007,00,00,039268
0191D000288,060925,01,01,049008
0091D003568,X00224,00,00,939756
0091D002387,X00224,00,00,049008
0091D000336,X00224,00,00,049008
0291D000928,070149,02,02,939756
0091D000202,X00224,00,00,049008
0091D002347,X00224,00,00,049008
0091D002054,X00224,00,00,049008
0091D001483,X00224,00,00,939756
0091D001404,X00224,00,00,939756
0091D001121,X00224,00,00,939756
0091D001323,X00224,00,00,939756
0091D003453,X00224,00,00,939756
0091D003496,X01001,00,00,049010
0091D003279,X01007,00,00,039268
0291D000355,070149,02,02,939756
0191D000338,060925,01,01,049008
0091D003958,X01007,00,00,039268
0191D000112,060925,01,01,049008
0291D000936,070149,02,02,939756
0591D000061,X00457,05,05,981540
0091D003418,X01007,00,00,039268
0891D000077,070629,08,08,070629
0591D000247,X00457,05,05,039268
0191D000252,060925,01,01,063037
0091D001001,X00224,00,00,049008
0691D000276,009105,06,06,007935
0091D003321,X00224,00,00,939756
0191D000204,060925,01,01,049008
0091D000177,X00224,00,00,049008
0091D001449,X00224,00,00,939756
0091D001245,X00224,00,00,939756
0291D000081,070220,02,02,100111
0091D000292,X00224,00,00,049008
0091D000632,X00224,00,00,939756
0191D000399,060925,01,01,049008
0291D000578,070149,02,02,939756
0091D000633,002241,00,00,939756
0191D000483,060925,01,01,096172
0291D000736,070149,02,02,939756
0091D001375,X00224,00,00,939756
0091D002236,X00224,00,00,049008
0391D000040,050326,03,03,049008
0091D002872,X00224,00,00,049008
0091D001579,X00224,00,00,049008
0191D000076,060925,01,01,060364
0291D000640,070149,02,02,939756
0091D002062,X00224,00,00,049008
0091D002408,X00224,00,00,049008
0691D000199,007544,06,06,006769
0291D001034,070149,02,02,939756
0091D002440,X00224,00,00,049008
0091D002997,X00224,00,00,049008
0091D000399,X00224,00,00,049008
0091D003396,X00224,00,00,939756
0091D000679,X00224,00,00,939756
0191D000290,060925,01,01,049008
0091D002034,X00224,00,00,049008
0091D001286,X00224,00,00,939756
0091D002477,X00224,00,00,039268
0091D000810,X00224,00,00,939756
0091D003974,X01007,00,00,039268
0091D001699,X00224,00,00,939756
0591D000086,X00457,05,05,005592
0091D000145,X00224,00,00,049008
0091D003683,X00224,00,00,939756
0091D001769,X00224,00,00,939756
0091D003094,X00224,00,00,049008
0091D002754,X00224,00,00,049008
0691D000072,009105,06,06,049010
0091D004359,X01007,00,00,049008
0091D000137,X00224,00,00,049008
0091D002222,X00224,00,00,049008
0591D000166,X00457,05,05,981540
0291D000304,070149,02,02,939756
0591D000343,X00457,05,05,039268
0291D000097,070220,02,02,070921
0291D000579,070149,02,02,939756
0191D000291,060925,01,01,049008
0591D000310,X00457,05,05,981540
0091D004027,X01007,00,00,005592
0091D000047,X00224,00,00,049008
0891D000014,070629,08,08,070629
0091D003295,X00224,00,00,039268
0191D000205,060925,01,01,049008
0091D002732,XX0022,00,00,049008
0091D003798,X01007,00,00,939756
0091D004203,X01007,00,00,039268
0091D001956,X00224,00,00,039268
0291D000257,070149,02,02,939756
0091D000183,X00224,00,00,049008
0091D002162,X00224,00,00,049008
0191D000076,060925,01,01,060364
0291D000259,070149,02,02,939756
0091D000190,X00224,00,00,049008
0591D000308,X00457,05,05,981540
0091D002013,X00224,00,00,049008
0091D001841,X00224,00,00,049008
0091D001962,X00224,00,00,039268
0091D002014,X00224,00,00,049008
0391D000092,050326,03,03,049008
0091D002879,X00224,00,00,049008
0091D002082,X00224,00,00,049008
0091D003042,X00224,00,00,049008
0091D002462,X00224,00,00,049008
0091D001065,X00224,00,00,939756
0091D002687,X00224,00,00,049008
0291D000916,070149,02,02,007102
0091D001424,X00224,00,00,939756
0091D002784,X00224,00,00,049008
0091D001235,X00224,00,00,939756
0091D001232,X00224,00,00,939756
0091D003254,X00224,00,00,039268
0091D001771,X00224,00,00,049008
0091D004142,X01007,00,00,049010
0091D001061,X00224,00,00,939756
0091D002192,X00224,00,00,049008
0191D000015,060925,01,01,049008
0091D000046,X00224,00,00,049008
0091D003498,X01007,00,00,049010
0391D000119,050326,03,03,049008
0591D000093,X00457,05,05,005592
0091D000813,X00224,00,00,939756
0891D000024,070629,08,08,004570
0091D002840,X00224,00,00,049008
0091D002744,X00224,00,00,049008
0591D000222,X00457,05,05,981540
0191D000378,060925,01,01,049008
0691D000194,009105,06,06,006572
0091D002622,X00224,00,00,007811
0091D003451,X00224,00,00,939756
0591D000239,X00457,05,05,039268
0591D000314,X00457,05,05,981540
0891D000004,070629,08,08,992258
0091D004078,X01007,00,00,049010
0091D000264,X00224,00,00,049008
0191D000194,060925,01,01,005339
0091D002230,X00224,00,00,049008
0091D003657,X00224,00,00,939756
0091D002562,X00224,00,00,939756
0091D004124,X01007,00,00,039268
0291D000349,070149,02,02,939756
0091D002891,X00224,00,00,049008
0091D004150,X01007,00,00,049010
0091D000001,X00224,00,00,049008
0091D001060,X00224,00,00,939756
0191D000525,060925,01,01,060364
0091D000996,X00224,00,00,939756
0591D000100,X00457,05,05,005592
0291D000689,070149,02,02,939756
0091D002045,X00224,00,00,049008
0091D000853,X02241,00,00,939756
0291D000040,070220,02,02,070220
0091D002743,X00224,00,00,049008
0091D001610,X00224,00,00,939756
0591D000058,X00457,05,05,981540
0091D002817,X00224,00,00,049008
0091D001417,X00224,00,00,939756
0091D001916,X00224,00,00,049008
0191D000181,060925,01,01,061051
